﻿choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,key_resp_5.keys,key_resp_5.rt,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img
,,,,,,,,1.233333333,2.0949,space,0.7879,0,10,10,37,1,38,image/38.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.744444529,2.28,space,1.2334,0,11,11,36,1,37,image/37.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.522222392,2.7497,space,0.6508,0,12,12,30,1,31,image/31.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.955555725,2.6675,space,0.5193,0,13,13,42,1,43,image/43.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.022222392,2.1879,space,1.1352,0,14,14,10,1,11,image/11.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,3.237,space,1.4989,0,15,15,51,1,58,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.505555725,3.4398,space,0.7089,0,16,16,24,1,25,image/25.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.183333333,2.1278,space,1.2498,0,17,17,9,1,10,image/10.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1,2.1391,space,1.1181,0,18,18,4,1,5,image/5.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.95,2.1174,space,0.8585,0,19,19,27,1,28,image/28.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1,1.6835,space,1.389,0,20,20,43,1,44,image/44.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.083333333,2.6774,space,0.6264,0,21,21,40,1,41,image/41.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.638889058,1.7125,space,0.6705,0,22,22,3,1,4,image/4.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.305555725,2.2344,space,1.0765,0,23,23,48,1,49,image/49.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.022222392,2.2759,space,1.2003,0,24,24,5,1,6,image/6.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.488889058,1.3846,space,1.1533,0,25,25,46,1,47,image/47.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.01111145,2.3607,space,1.1179,0,26,26,31,1,32,image/32.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.3263,space,1.34,0,27,27,45,1,46,image/46.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.65,1.4852,space,0.6445,0,28,28,8,1,9,image/9.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.988889058,1.4786,space,0.9543,0,29,29,13,1,14,image/14.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.527778117,1.2951,space,0.7104,0,30,30,41,1,42,image/42.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.488889058,2.559,space,0.7345,0,31,31,22,1,23,image/23.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.272222392,2.9365,space,0.5898,0,32,32,25,1,26,image/26.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.961111196,3.0656,space,0.6575,0,33,33,44,1,45,image/45.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1,3.5071,space,0.9372,0,34,34,2,1,3,image/3.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.633333333,1.9841,space,0.8992,0,35,35,23,1,24,image/24.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.41111145,1.8399,space,0.7334,0,36,36,32,1,33,image/33.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.494444784,1.5861,space,0.7502,0,37,37,38,1,39,image/39.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.116666667,2.2087,space,0.7216,0,38,38,14,1,15,image/15.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.977778117,2.0907,space,0.6666,0,39,39,18,1,19,image/19.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.105555725,1.959,space,0.8588,0,40,40,19,1,20,image/20.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.005555725,2.4459,space,0.6601,0,41,41,11,1,12,image/12.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.583333333,3.2684,space,0.3948,0,42,42,0,1,1,image/1.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.355555725,3.3819,space,0.3842,0,43,43,28,1,29,image/29.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.205555725,1.8511,space,0.6397,0,44,44,7,1,8,image/8.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.616666667,2.4675,space,0.573,0,45,45,16,1,17,image/17.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.638889058,1.8062,space,0.6832,0,46,46,39,1,40,image/40.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.327777863,2.0018,space,1.0504,0,47,47,33,1,34,image/34.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.266666667,1.4633,space,0.6013,0,48,48,17,1,18,image/18.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,4.5494,space,4.2902,0,49,49,50,1,61,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.194444529,3.4759,space,0.9338,0,50,50,20,1,21,image/21.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.85,2.8338,space,0.3594,0,51,51,29,1,30,image/30.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.016666667,2.5786,space,0.9889,0,52,52,35,1,36,image/36.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,0,0,0,0,1,0,critical.png
,,,,,trustworthy,space,6.4751,5.3,1.7376,space,0.0946,0,0,0,41,1,42,image/42.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.494444784,1.5919,space,0.6023,0,1,1,47,1,48,image/48.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.955555725,2.3799,space,0.1838,0,2,2,26,1,27,image/27.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.044444529,2.9235,space,0.3033,0,3,3,24,1,25,image/25.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.75,1.2211,space,0.1511,0,4,4,13,1,14,image/14.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.333333333,2.0215,space,0.1387,0,5,5,46,1,47,image/47.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.7604,space,1.1617,0,6,6,25,1,26,image/26.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.416666667,1.6441,space,0.1933,0,7,7,7,1,8,image/8.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.233333333,1.9589,space,0.1005,0,8,8,1,1,2,image/2.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.283333333,1.1933,space,0.1088,0,9,9,36,1,37,image/37.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.544444529,1.5379,space,0.0627,0,10,10,17,1,18,image/18.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1,1.7029,space,0.2567,0,11,11,14,1,15,image/15.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.616666667,1.3727,space,0.1084,0,12,12,16,1,17,image/17.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.8921,space,2.0208,0,13,13,50,1,61,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.06111145,2.2283,space,0.1104,0,14,14,4,1,5,image/5.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.455555725,1.3255,space,0.0781,0,15,15,31,1,32,image/32.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.6368,space,1.2224,0,16,16,48,1,49,image/49.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.466666667,1.8108,space,0.159,0,17,17,15,1,16,image/16.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.466666667,1.4589,space,0.1131,0,18,18,29,1,30,image/30.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.566666667,1.5922,space,0.1043,0,19,19,18,1,19,image/19.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.327778117,1.8875,space,0.1281,0,20,20,38,1,39,image/39.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.527778117,1.3085,space,0.0713,0,21,21,28,1,29,image/29.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.505555725,1.7403,space,0.3169,0,22,22,22,1,23,image/23.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,2.966666667,1.8238,space,0.1672,0,23,23,12,1,13,image/13.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.644444784,1.8711,space,0.5999,0,24,24,21,1,22,image/22.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.633333333,1.8701,space,0.1341,0,25,25,43,1,44,image/44.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.988889058,1.3211,space,0.5779,0,26,26,35,1,36,image/36.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.016666667,2.2706,space,0.0843,0,27,27,45,1,46,image/46.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.016666667,1.5877,space,0.0588,0,28,28,5,1,6,image/6.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.627778117,2.4176,space,0.1247,0,29,29,0,1,1,image/1.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.466666667,1.5853,space,0.1576,0,30,30,30,1,31,image/31.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.977778117,1.7211,space,0.344,0,31,31,2,1,3,image/3.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.522222392,2.3053,space,0.1719,0,32,32,33,1,34,image/34.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.072222392,1.6352,space,0.1586,0,33,33,6,1,7,image/7.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1,2.6974,space,1.1231,0,34,34,52,1,55,image/fill_img.png,1,1,请将滑块完全移动到<左边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.027778117,1.7509,space,0.1632,0,35,35,34,1,35,image/35.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.994444529,1.7375,space,0.134,0,36,36,19,1,20,image/20.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.272222392,1.7239,space,0.2429,0,37,37,40,1,41,image/41.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.488889058,1.9717,space,0.0908,0,38,38,23,1,24,image/24.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.994444784,1.7179,space,0.1408,0,39,39,32,1,33,image/33.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.472222392,2.4345,space,0.1213,0,40,40,27,1,28,image/28.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.972222392,1.9918,space,0.19,0,41,41,42,1,43,image/43.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.344444784,2.2603,space,0.6534,0,42,42,11,1,12,image/12.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.038889058,1.3518,space,0.1582,0,43,43,10,1,11,image/11.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.972222392,1.1277,space,0.1071,0,44,44,37,1,38,image/38.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,1.244444529,1.414,space,0.12,0,45,45,20,1,21,image/21.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.972222392,1.8023,space,0.1757,0,46,46,9,1,10,image/10.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.822222392,2.1246,space,0.1233,0,47,47,39,1,40,image/40.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.155555725,1.9181,space,0.1583,0,48,48,49,1,50,image/50.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.038889058,1.3269,space,0.269,0,49,49,44,1,45,image/45.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.033333333,2.2698,space,0.1387,0,50,50,3,1,4,image/4.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.822222392,1.1547,space,0.0759,0,51,51,8,1,9,image/9.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.6316,space,2.4428,0,52,52,51,1,58,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,0,1,1,2,1,2,trustworthy.png
,,,,,friendly,space,7.0487,1,3.8091,space,1.1626,0,0,0,52,1,55,image/fill_img.png,1,1,请将滑块完全移动到<左边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.927778117,1.6355,space,0.3711,0,1,1,12,1,13,image/13.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.86111145,2.196,space,0.155,0,2,2,39,1,40,image/40.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.51111145,1.5021,space,0.0905,0,3,3,15,1,16,image/16.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.205555725,2.4879,space,0.063,0,4,4,40,1,41,image/41.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.216666667,1.27,space,0.0939,0,5,5,29,1,30,image/30.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.05,1.4441,space,0.0573,0,6,6,27,1,28,image/28.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.96111145,1.512,space,0.2537,0,7,7,25,1,26,image/26.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,7,2.2606,space,0.8275,0,8,8,50,1,61,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.45,1.9651,space,0.1063,0,9,9,36,1,37,image/37.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.927778117,1.6117,space,0.1378,0,10,10,7,1,8,image/8.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,4.194444784,2.2558,space,0.1746,0,11,11,38,1,39,image/39.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.138889058,1.9601,space,0.1595,0,12,12,20,1,21,image/21.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,5.966666667,1.7106,space,0.1621,0,13,13,10,1,11,image/11.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.96111145,1.471,space,0.1074,0,14,14,26,1,27,image/27.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,3.305555725,1.7687,space,0.12,0,15,15,28,1,29,image/29.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.36111145,1.8271,space,0.1782,0,16,16,41,1,42,image/42.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
,,,,,,,,6.838889058,1.4189,space,0.1398,0,17,17,44,1,45,image/45.jpg,0,0,,Kaoru,2,2024-06-01_01h27.39.687,face trait task chi,2021.2.3,Win32,59.17159763,,,,,,,
